Nation:,Type / Application:,Operator:,Contractors:,Equipment:,Configuration:,Propulsion:,Power:,Lifetime:,Mass:,Orbit:,titulo
USSR,"Mars flyby (Z. 2), Lunar flyby (Z. 3), Venus flyby (V. 2, K. 96)",,,,,KDU-414 (S5.19),"2 fixed solar arrays, batteries",,"996 kg (3MV-4A), 1037 kg (3MV-4)",,"Zond 2, 3 / Venera 2 (3MV-4 #1, 2, 3, 4)"
USSR,Lunar soft lander,,OKB-1 (#1-11); GSMZ Lavochkin (#12),,,KTDU-5A (S5.5),Batteries,6 days,1580 kg (launch); 99 kg (lander),,Luna Ye-6
USSR,Lunar soft lander,,OKB-1 (#1-11); GSMZ Lavochkin (#12),,,KTDU-5A (S5.5),Batteries,6 days,1580 kg (launch); 99 kg (lander),,Luna Ye-6
USSR,Communication,,"OKB-1 (#1L, ..., 7L)",,KAUR-2,KDU-414 (S5.19),"6 deployable solar arrays, batteries",,,"500 km × 40000 km, 65° (typical)",Molniya-1 (11F67)
USSR,Lunar soft lander,,OKB-1 (#1-11); GSMZ Lavochkin (#12),,,KTDU-5A (S5.5),Batteries,6 days,1580 kg (launch); 99 kg (lander),,Luna Ye-6
USSR,Lunar soft lander,,OKB-1 (#1-11); GSMZ Lavochkin (#12),,,KTDU-5A (S5.5),Batteries,6 days,1580 kg (launch); 99 kg (lander),,Luna Ye-6
USSR,"Mars flyby (Z. 2), Lunar flyby (Z. 3), Venus flyby (V. 2, K. 96)",,,,,KDU-414 (S5.19),"2 fixed solar arrays, batteries",,"996 kg (3MV-4A), 1037 kg (3MV-4)",,"Zond 2, 3 / Venera 2 (3MV-4 #1, 2, 3, 4)"
USSR,Communication,,"OKB-1 (#1L, ..., 7L)",,KAUR-2,KDU-414 (S5.19),"6 deployable solar arrays, batteries",,,"500 km × 40000 km, 65° (typical)",Molniya-1 (11F67)
USSR,"Mars flyby (Z. 2), Lunar flyby (Z. 3), Venus flyby (V. 2, K. 96)",,,,,KDU-414 (S5.19),"2 fixed solar arrays, batteries",,"996 kg (3MV-4A), 1037 kg (3MV-4)",,"Zond 2, 3 / Venera 2 (3MV-4 #1, 2, 3, 4)"
USSR,Venus flyby and lander,,,,,KDU-414 (S5.19),"2 fixed solar arrays, batteries",,1042 kg,,Venera 3 (3MV-3 #1)
USSR,"Mars flyby (Z. 2), Lunar flyby (Z. 3), Venus flyby (V. 2, K. 96)",,,,,KDU-414 (S5.19),"2 fixed solar arrays, batteries",,"996 kg (3MV-4A), 1037 kg (3MV-4)",,"Zond 2, 3 / Venera 2 (3MV-4 #1, 2, 3, 4)"
USSR,Lunar soft lander,,OKB-1 (#1-11); GSMZ Lavochkin (#12),,,KTDU-5A (S5.5),Batteries,6 days,1580 kg (launch); 99 kg (lander),,Luna Ye-6
USSR,Communication,,"OKB-1 (#1L, ..., 7L)",,KAUR-2,KDU-414 (S5.19),"6 deployable solar arrays, batteries",,,"500 km × 40000 km, 65° (typical)",Molniya-1 (11F67)
USSR,Communication,,"OKB-1 (#1L, ..., 7L)",,KAUR-2,KDU-414 (S5.19),"6 deployable solar arrays, batteries",,,"500 km × 40000 km, 65° (typical)",Molniya-1 (11F67)
USSR,Communication,,"OKB-1 (#1L, ..., 7L)",,KAUR-2,KDU-414 (S5.19),"6 deployable solar arrays, batteries",,,"500 km × 40000 km, 65° (typical)",Molniya-1 (11F67)
USSR,Communication,,"NPO Prikladnoi Mekhaniki (NPO PM) (#8L, ..., 35L)",,KAUR-2,KDU-414 (S5.19) or KDU-414A (S5.114),"6 deployable solar arrays, batteries",1-2 years,1600 kg,"500 km × 40000 km, 65° (typical)",Molniya-1 (11F67)
USSR,Experimental,,NPO Prikladnoi Mekhaniki (NPO PM),,KAUR-2,KDU-414 (S5.19),"6 deployable solar arrays, batteries",,,"427 km × 39782 km, 64.7° (#1); 521 km × 39559 km, 64.9° (#2)",Molniya-1Yu
USSR,Communication,,"NPO Prikladnoi Mekhaniki (NPO PM) (#8L, ..., 35L)",,KAUR-2,KDU-414 (S5.19) or KDU-414A (S5.114),"6 deployable solar arrays, batteries",1-2 years,1600 kg,"500 km × 40000 km, 65° (typical)",Molniya-1 (11F67)
USSR,Communication,,"NPO Prikladnoi Mekhaniki (NPO PM) (#8L, ..., 35L)",,KAUR-2,KDU-414 (S5.19) or KDU-414A (S5.114),"6 deployable solar arrays, batteries",1-2 years,1600 kg,"500 km × 40000 km, 65° (typical)",Molniya-1 (11F67)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-2 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-2 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-2 Corona
USA,Technology,ARPA,,?,"Agena-B, 1 SRVs","Bell 8081,  Star 12
      retro motor",Batteries,,,"206 km × 578 km, 83.40° (#1); 243 km × 1026 km, 80.74° (#2)","RM 1, 2 (Discoverer 19, 21)"
USA,"Reconnaissance, photo (Area survey)",CIA,Lockheed,Argon camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,up to 4 days,,,KH-5 Argon (Agena-B based)
USA,Technology,ARPA,,?,"Agena-B, 1 SRVs","Bell 8081,  Star 12
      retro motor",Batteries,,,"206 km × 578 km, 83.40° (#1); 243 km × 1026 km, 80.74° (#2)","RM 1, 2 (Discoverer 19, 21)"
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-2 Corona
USA,"Reconnaissance, photo (Area survey)",CIA,Lockheed,Argon camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,up to 4 days,,,KH-5 Argon (Agena-B based)
USA,"Reconnaissance, photo (Area survey)",CIA,Lockheed,Argon camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,up to 4 days,,,KH-5 Argon (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-2 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-2 Corona
USA,"Reconnaissance, photo (Area survey)",CIA,Lockheed,Argon camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,up to 4 days,,,KH-5 Argon (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-2 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'''-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-3 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'''-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-3 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'''-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-3 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'''-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-3 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-2 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-2 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-2 Corona
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'''-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-3 Corona
USA,Amateur radio communication,Project OSCAR,Project OSCAR,,,None,Batteries,20 days (#1); 18 days (#2),5 kg (#1); 10 kg (#2),"372 km × 211 km, 81.2° (#1); 384 km × 206 km, 74.2° (#2)","OSCAR 1, 2"
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,C'''-Camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,,,KH-3 Corona
USA,"ELINT, SIGINT",US Air Force (USAF),Lockheed,"Group 0-D, Group 1-D or Group 2-D ELINT payload; Plymouth Rock 2 ELINT (#1-D 2 only)",Agena-B,Bell 8081,Batteries,6 - 10 days,,"169 km × 220 km, 81.94° (#0-D), 370 km × 395 km, 82.11° (#2-D 1), 459 km × 533 km, 81.89° (#1-D 1), 485 km × 521 km, 82.31° (#1-D 2)",P-102 / P-698BK / P-770 (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,"Reconnaissance, photo (Area survey)",CIA,Lockheed,Argon camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,up to 4 days,,,KH-5 Argon (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,Amateur radio communication,Project OSCAR,Project OSCAR,,,None,Batteries,20 days (#1); 18 days (#2),5 kg (#1); 10 kg (#2),"372 km × 211 km, 81.2° (#1); 384 km × 206 km, 74.2° (#2)","OSCAR 1, 2"
USA,"ELINT, SIGINT",US Air Force (USAF),Lockheed,"Group 0-D, Group 1-D or Group 2-D ELINT payload; Plymouth Rock 2 ELINT (#1-D 2 only)",Agena-B,Bell 8081,Batteries,6 - 10 days,,"169 km × 220 km, 81.94° (#0-D), 370 km × 395 km, 82.11° (#2-D 1), 459 km × 533 km, 81.89° (#1-D 1), 485 km × 521 km, 82.31° (#1-D 2)",P-102 / P-698BK / P-770 (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,"Reconnaissance, photo",CIA,Lockheed (prime); Kodak (camera),E-5 camera,"Agena-D, 1 SRV","Bell 8096, Star-12 retro motor",Batteries,8 - 12 days,,,KH-6 Lanyard
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,Experimental,US Air Force (USAF),TRW Systems Group,various: see above,Tetrahedron 0.16 m (TRS Mk.1),None,Solar cells,,1 kg,,TRS Mk. 1 (ERS)
Canada,"Science, ionosphere",DRTE,,See above,,None,"Solar cells, batteries",10 years,"145 kg (#1), 146 kg (#2)","996 km × 1032 km, 80.5° (#1); 505 km × 2987 km, 79.8°","Alouette 1, 2"
USA,Vehicle evaluation,NASA Goddard Space Flight Center,NASA Goddard Space Flight Center,,Experiment bolted to Agena-B upper stage,None,Battery,,790 kg (experiment only),"995 km × 1021 km, 80.47°",TAVE
USA,"Reconnaissance, photo (Area survey)",CIA,Lockheed,Argon camera,"Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,up to 4 days,,,KH-5 Argon (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,"Reconnaissance, photo (film return type)",CIA,Lockheed,"Mural-camera, index camera","Agena-B, 1 SRV","Bell 8081, Star-12 retro motor",Batteries,,~1200 kg (incl. Agena stage),,KH-4 Corona (Agena-B based)
USA,"ELINT, SIGINT",US Air Force (USAF),Lockheed,"Group 0-D, Group 1-D or Group 2-D ELINT payload; Plymouth Rock 2 ELINT (#1-D 2 only)",Agena-B,Bell 8081,Batteries,6 - 10 days,,"169 km × 220 km, 81.94° (#0-D), 370 km × 395 km, 82.11° (#2-D 1), 459 km × 533 km, 81.89° (#1-D 1), 485 km × 521 km, 82.31° (#1-D 2)",P-102 / P-698BK / P-770 (Agena-B based)
USA,"Communication, passive",NASA,G. T. Schjeldahl Co. (Balloon); Kaiser-Fleetwings Co. (Container),Beacon transmitters,"Balloon, 41 m",None,"Solar cells, batteries",,256 kg,"1029 km × 1316 km, 81.5°",Echo 2
USA,"Meteorology, experimental","NASA, NOAA",RCA Astrospace,"AVCS, APT, HRIR, MRIR (only #2)",Nimbus Bus,?,"2 deployable solar arrays, batteries",,374 kg (#1); 413 kg (#2),"429 km × 937 km, 98.66° (#1); 1103 km × 1179 km, 100.35°","Nimbus 1, 2"
Canada,"Science, ionosphere",DRTE,,See above,,None,"Solar cells, batteries",10 years,"145 kg (#1), 146 kg (#2)","996 km × 1032 km, 80.5° (#1); 505 km × 2987 km, 79.8°","Alouette 1, 2"
USA,Ionosphere Research,"NASA Goddard Space Flight Center, Greenbelt, Maryland",Applied Physics Laboratory of The Johns Hopkins University (APL),,,None,"Solar cells, batteries",1 year (design);,99 kg,"502 km × 2857 km, 79.8°","DME (ISIS X, Explorer 31)"
USA,"Research, air density",NASA,NASA Langley Research Center,Beacon transponder,"3.66 m balloon, with solar cells and beacon transponder",None,"Solar cells, batteries",,"6 kg (#(9)), 7 kg (#9, 19); 9 kg (#24, 39)","757 km × 2433 km, 38.8° (#9); 597 km × 2391 km, 78.6 (#19); 530 km × 2498 km, 81.4° (#24); 670 km × 2538 km, 80.7° (#39)","AD A, B, C / DAD B (S-56 / Explorer (9), 9, 19, 24, 39, (57))"
USA,"Research, air density",NASA,NASA Langley Research Center,Beacon transponder,"3.66 m balloon, with solar cells and beacon transponder",None,"Solar cells, batteries",,"6 kg (#(9)), 7 kg (#9, 19); 9 kg (#24, 39)","757 km × 2433 km, 38.8° (#9); 597 km × 2391 km, 78.6 (#19); 530 km × 2498 km, 81.4° (#24); 670 km × 2538 km, 80.7° (#39)","AD A, B, C / DAD B (S-56 / Explorer (9), 9, 19, 24, 39, (57))"
USA,"Research, Micrometeorites",NASA,,Micrometeorites detectors,,None,"Solar cells, batteries",2 days (S 55a); 7 months (S 55b),84 kg (#55); 86 kg (#55a); 101 kg (#55b),"125 km × 1164 km, 37.70° (#55a); 750 km × 1181 km, 52.01° (#55b)","S-55, a, b (Explorer (12), 13, 16)"
USA,"Research, Micrometeorites",NASA,,Micrometeorites detectors,,None,"Solar cells, batteries",2 days (S 55a); 7 months (S 55b),84 kg (#55); 86 kg (#55a); 101 kg (#55b),"125 km × 1164 km, 37.70° (#55a); 750 km × 1181 km, 52.01° (#55b)","S-55, a, b (Explorer (12), 13, 16)"
USA,Ionospheric research (suborbital),NASA,,,8 sided frustrum attached to upper stage,None,Batteries,~ 90 min,31 kg (#21); 43 kg (#21A),suborbital 6800 km (#21); suborbital 6291 km (#21A),"P 21, 21A"
USSR,Crewed spaceflight technology,,,,Vostok / Zenit Bus,TDU-1,Batteries,,,"307 km × 307 km, 64.90° (#2); 171 km × 237 km, 65.00° (#3)",Vostok-1K
USSR,Crewed spacecraft,,,,Vostok / Zenit Bus,TDU-1,Batteries,10 days,4730 kg,"177 km × 471 km, 64.9° (typical)",Vostok-3K
USSR,Crewed spacecraft,,,,Vostok / Zenit Bus,TDU-1,Batteries,10 days,4730 kg,"177 km × 471 km, 64.9° (typical)",Vostok-3K
USSR,Crewed spacecraft,,,,Vostok / Zenit Bus,TDU-1,Batteries,10 days,4730 kg,"177 km × 471 km, 64.9° (typical)",Vostok-3K
USSR,Crewed spacecraft,,,,Vostok / Zenit Bus,TDU-1,Batteries,10 days,4730 kg,"177 km × 471 km, 64.9° (typical)",Vostok-3K
USSR,"Reconnaissance, photo (low resolution, film return type), ELINT",GRU,OKB-1,"Ftor-2 Camera package, Kust-12M ELINT package",Zenit bus,TDU-1,Batteries,,,,Zenit-2 (11F61)
USSR,"Reconnaissance, photo (low resolution, film return type), ELINT",GRU,OKB-1,"Ftor-2 Camera package, Kust-12M ELINT package",Zenit bus,TDU-1,Batteries,,,,Zenit-2 (11F61)
USSR,Crewed spacecraft,,,,Vostok / Zenit Bus,TDU-1,Batteries,10 days,4730 kg,"177 km × 471 km, 64.9° (typical)",Vostok-3K
USSR,Crewed spacecraft,,,,Vostok / Zenit Bus,TDU-1,Batteries,10 days,4730 kg,"177 km × 471 km, 64.9° (typical)",Vostok-3K
USSR,Crewed spacecraft,,,,Vostok / Zenit Bus,TDU-1,Batteries,10 days,4730 kg,"177 km × 471 km, 64.9° (typical)",Vostok-3K
USSR,Crewed spacecraft,,,,Vostok / Zenit Bus,TDU-1,Batteries,10 days,4730 kg,"177 km × 471 km, 64.9° (typical)",Vostok-3K
USSR,Magnetospheric research,,,,,,"6 deployable solar arrays, batteries",,350 kg,"409 km × 7100 km, 61° (#1); 405 km × 7040 km, 60.87° (#2)","Elektron 1, 3"
USSR,Magnetospheric research,,,,,,"Solar cells, batteries",,445 kg,"460 km × 68200 km, 61° (#1); 459 km × 66235 km, 60.87° (#2)","Elektron 2, 4"
USSR,Magnetospheric research,,,,,,"6 deployable solar arrays, batteries",,350 kg,"409 km × 7100 km, 61° (#1); 405 km × 7040 km, 60.87° (#2)","Elektron 1, 3"
USSR,Magnetospheric research,,,,,,"Solar cells, batteries",,445 kg,"460 km × 68200 km, 61° (#1); 459 km × 66235 km, 60.87° (#2)","Elektron 2, 4"
USA,Crewed spacecraft,NASA,McDonnell,,,3 × TE-M-316 retro rockets,Batteries,,,,Mercury
USA,Crewed spacecraft,NASA,McDonnell,,,3 × TE-M-316 retro rockets,Batteries,,,,Mercury
USA,Crewed spacecraft,NASA,McDonnell,,,3 × TE-M-316 retro rockets,Batteries,,,,Mercury
USA,Crewed spacecraft,NASA,McDonnell,,,3 × TE-M-316 retro rockets,Batteries,,,,Mercury
USA,Crewed spacecraft,NASA,McDonnell,,,3 × TE-M-316 retro rockets,Batteries,,,,Mercury
USA,Crewed spacecraft,NASA,McDonnell,,,3 × TE-M-316 retro rockets,Batteries,,,,Mercury
USA,Crewed spacecraft,NASA,McDonnell,,,3 × TE-M-316 retro rockets,Batteries,,,,Mercury
USA,"Science, atmosphere, technology",NASA Langley Research Center,NASA Langley Research Center,,,None,,,,,"Mercury Balloon-Subsat 1, 2"
USA,Crewed spacecraft,NASA,McDonnell,,,3 × TE-M-316 retro rockets,Batteries,,,,Mercury
USA,Crewed spacecraft,NASA,McDonnell,,,3 × TE-M-316 retro rockets,Batteries,,,,Mercury
USA,"Science, atmosphere, technology",NASA Langley Research Center,NASA Langley Research Center,,,None,,,,,"Mercury Balloon-Subsat 1, 2"
USA,Rendezvous Target,NASA,,"2 Xe-Flash lights, batteries",,None,Batteries,,5 kg,,Flashing Light Unit
USA,Early Warning,US Air Force (USAF),"Lockheed (prime), Baird-Atomic (payload)",ETS-II sensor,Agena-B,Bell 8081,"2 deployable solar arrays, batteries",,1800 kg,"3426 km × 3464 km, 91.17° (#3); 3496 km × 3756 km, 95.89° (#4); 2786 km × 3408 km, 86.65° (#5)","MIDAS 3, 4, 5 (MIDAS Series 2)"
USA,Interplanetary technology development,NASA,Jet Propulsion Laboratory (JPL),,,?,"2 deployable fixed solar arrays, batteries",,304 kg,"179 km × 446 km, 32.9° (#1)","Ranger 1, 2 (Ranger Block 1)"
USA,"Reconnaissance, photo (film scan type)",US Air Force (USAF),,E-2 camera,Agena-B,Bell 8081,,4 months,,"480 km × 480 km, 83° (intended)",Samos-E2
USA,Early Warning,US Air Force (USAF),"Lockheed (prime), Baird-Atomic (payload)",ETS-II sensor,Agena-B,Bell 8081,"2 deployable solar arrays, batteries",,1800 kg,"3426 km × 3464 km, 91.17° (#3); 3496 km × 3756 km, 95.89° (#4); 2786 km × 3408 km, 86.65° (#5)","MIDAS 3, 4, 5 (MIDAS Series 2)"
USA,"Experimental, communication, passice",MIT Lincoln Laboratory,MIT Lincoln Laboratory,?,"480 million copper dipoles (1.78 cm lenght, 25.4 µm (#1) or 17.8 µm (#2) diameter)",None,None,,40 kg (neddles and dispenser); 19.5 kg (needles only),,West Ford Needles
USA,Interplanetary technology development,NASA,Jet Propulsion Laboratory (JPL),,,?,"2 deployable fixed solar arrays, batteries",,304 kg,"179 km × 446 km, 32.9° (#1)","Ranger 1, 2 (Ranger Block 1)"
USA,"Reconnaissance, photo (film return type)",US Air Force (USAF),,E-5 Camera,Agena-B,Bell 8081,Batteries,15 - 30 days,,"244 km × 702 km, 89.6° (#5); 251 km × 676 km, 90.9° (#6)",Samos-E5
USA,"Reconnaissance, photo (film return type)",US Air Force (USAF),,E-5 Camera,Agena-B,Bell 8081,Batteries,15 - 30 days,,"244 km × 702 km, 89.6° (#5); 251 km × 676 km, 90.9° (#6)",Samos-E5
USA,Lunar semi-soft lander,NASA,Jet Propulsion Laboratory (JPL),,,BE-3 retro motor (landing capsule),"2 deployable fixed solar arrays, batteries",,342 kg,,"Ranger 3, 4, 5 (Ranger Block 2)"
USA,"Reconnaissance, photo (film return type)",US Air Force (USAF),,E-5 Camera,Agena-B,Bell 8081,Batteries,15 - 30 days,,"244 km × 702 km, 89.6° (#5); 251 km × 676 km, 90.9° (#6)",Samos-E5
USA,Early Warning,US Air Force (USAF),"Lockheed (prime), Baird-Atomic (payload)",ETS-II sensor,Agena-B,Bell 8081,"2 deployable solar arrays, batteries",,1800 kg,"3426 km × 3464 km, 91.17° (#3); 3496 km × 3756 km, 95.89° (#4); 2786 km × 3408 km, 86.65° (#5)","MIDAS 3, 4, 5 (MIDAS Series 2)"
USA,"Experimental, communication, passice",MIT Lincoln Laboratory,MIT Lincoln Laboratory,?,"480 million copper dipoles (1.78 cm lenght, 25.4 µm (#1) or 17.8 µm (#2) diameter)",None,None,,40 kg (neddles and dispenser); 19.5 kg (needles only),,West Ford Needles
USA,Lunar semi-soft lander,NASA,Jet Propulsion Laboratory (JPL),,,BE-3 retro motor (landing capsule),"2 deployable fixed solar arrays, batteries",,342 kg,,"Ranger 3, 4, 5 (Ranger Block 2)"
USA,"Reconnaissance, photo (film return type)",US Air Force (USAF),,2 E-6 Cameras,Agena-B,"Bell 8081, Agena SPS (Secondary Propulsion System)",Batteries,5 days,,"203 km × 204 km, 92.0° (#7); 184 km × 236 km, 96.1° (#9); 205 km × 205 km, 96.3° (#10)",Samos-E6
USA,"Reconnaissance, photo (film return type)",US Air Force (USAF),,2 E-6 Cameras,Agena-B,"Bell 8081, Agena SPS (Secondary Propulsion System)",Batteries,5 days,,"203 km × 204 km, 92.0° (#7); 184 km × 236 km, 96.1° (#9); 205 km × 205 km, 96.3° (#10)",Samos-E6
